resume_id,experience_index,company,title,location,start_date,end_date,responsibilities
65ce7d0ca7f750e03b75584d6685f8ed,4,"University of Tennessee, Knoxville",Graduate Research Assistant,null,December 2020,July 2024,"[""Designing, conducting, and analyzing qualitative and quantitative user studies using ML models on crowdsourcing platforms to address flexibility in crowdwork."",""Application of LLM for code interpretation""]"
65ce7d0ca7f750e03b75584d6685f8ed,5,"University of Tennessee, Knoxville",Graduate Teaching Assistant,null,August 2020,July 2022,"[""Directs python lab session and help students to understand concepts"",""Graded homework and projects for each subject"",""DATA 201: Data Knowledge and Discovery"",""COSC 522: Machine Learning"",""ECE 462: Cyber-Physical Systems Security""]"
65ce7d0ca7f750e03b75584d6685f8ed,6,Google,Research Intern,null,August 2022,May 2023,"[""Primarily worked on investigating, understanding and modeling subjectivity using Large Language Model (LLM)."",""Additionally worked in using deep generative models for story writing."",""Additionally worked in using deep generative models for humor generation.""]"
65ce7d0ca7f750e03b75584d6685f8ed,7,The University of Memphis,Graduate Teaching Assistant and Instructor,null,January 2018,May 2020,"[""Lead multiple classes as an instructor"",""Helped students to understand concepts"",""Graded homework, projects, and exams""]"
65ce7d0ca7f750e03b75584d6685f8ed,8,The University of Memphis,Graduate Research Assistant,null,August 2017,May 2020,"[""Formulated and Implemented a Privacy-preserving task recommendation algorithm for crowd sourcing systems."",""Designed Multi-factor authentication courses funded by Federal Emergency Management Agency (FEMA) projects on cybersecurity and delivered to train a large number of Computer Users, IT professionals, First responders, and defenders on various information assurance tools, techniques, and best practices so that they can reduce threats and vulnerabilities."",""Analyzed morphed images using a Deep learning algorithm to identify fake passport images.""]"
65ce7d0ca7f750e03b75584d6685f8ed,9,"Jadavpur University, Kolkata",Research Intern,"Kolkata Area, India",November 2016,July 2017,"[""Developed android app for determining the user's position and orientation in space and for generating audio feedback for visually impaired persons."",""Improved the campus navigation experience for visually-impaired students.""]"
6165b9bd0243b00efe71b5ab4ffc9e8e,0,Apple,Hardware Test Technician (Python Automation),"Sunnyvale, California, United States",July 2023,Present,"[""Collaborate with engineers to execute automated and manual hardware test plans in Python, analyzing logs to identify failures, and reducing debugging time by 15%."",""Develop and maintain Python test scripts to validate hardware reliability across multiple product lines."",""Automate test workflows through scripting and data analysis, improving efficiency by 15%."",""Partner with cross-functional teams in an Agile workflow, managing defect tracking and documentation to accelerate issue resolution.""]"
6165b9bd0243b00efe71b5ab4ffc9e8e,1,TalenGen,Software Engineer,"California, United States",March 2024,June 2024,"[""Working in the Product Development team, refining and enhancing all existing features on the Career page using ReactJS, and NoSQL, ensuring they meet user needs and business requirements."",""Designing and optimizing user interfaces to be highly responsive and user-friendly across various platforms, utilizing Figma for prototyping and design consistency."",""Conducting thorough evaluations of current performance metrics and maintaining high standards of code quality and optimization.""]"
6165b9bd0243b00efe71b5ab4ffc9e8e,2,HIP,Software Engineer,Vietnam,December 2016,April 2017,"[""Performed a calendar that displays the lunar date for the user, viewed the horoscope, and created reminder events to notify the desired user."",""Developed applications that supported automatic installation for the blindness.""]"
6165b9bd0243b00efe71b5ab4ffc9e8e,3,Windev,Software Programmer,Vietnam,November 2015,November 2016,"[""Developed the delivery application on Android platform."",""Created interactions between the customers and the shippers, and the shippers received the orders and delivered them to customers. In addition, the customers noticed that the shipper's location on the map of application.""]"
6165b9bd0243b00efe71b5ab4ffc9e8e,4,FPT Software,Software Programmer,Vietnam,June 2015,October 2015,"[""Supported application development to read news on mobile platforms."",""Found bugs to improve the application on the mobile."",""Solved the solutions to store data, display the data on interface, as well as optimized the loading lifecycle of a mobile application.""]"
f4b0f5f07baa6a9f26801ec3aef7032f,0,ServiceNow,Senior Software Engineer,"Santa Clara, California, United States",July 2018,Present,"[""Design and develop distributed systems supporting machine learning workloads and data processing pipelines."",""Improve resource scheduling and cluster efficiency for compute-intensive services."",""Work with cross‑functional teams to integrate AI/ML features into enterprise platforms."",""Build and maintain backend services with a focus on scalability and reliability."",""Improved inference service performance and reduced latency for production workloads."",""Increased overall cluster utilization through incremental scheduling and system optimizations."",""Helped enhance observability and reliability across distributed services.""]"
f4b0f5f07baa6a9f26801ec3aef7032f,1,Juniper Networks,Senior Systems Engineer,"Sunnyvale, California, United States",October 2015,April 2018,"[""Contributed to the design of distributed systems and data center networking solutions."",""Worked on performance optimization across networking and system layers."",""Developed internal tools for traffic management and system monitoring."",""Improved throughput and stability through tuning and protocol‑level enhancements."",""Reduced latency in cross‑node communication for internal services.""]"
f4b0f5f07baa6a9f26801ec3aef7032f,2,AMD,Systems Software Engineer,"Santa Clara, California, United States",March 2008,May 2015,"[""Developed system‑level software and hardware abstraction layers."",""Worked on driver development and performance optimization for compute and graphics workloads."",""Supported new hardware features across multiple product cycles."",""Contributed to performance improvements in rendering and parallel processing workloads."",""Delivered stable system components used across multiple hardware generations.""]"
f4b0f5f07baa6a9f26801ec3aef7032f,3,Workday for Public Sector,Software Engineer II,"San Francisco, California, United States",February 2003,September 2007,"[""Developed backend services for enterprise applications."",""Designed and maintained data storage and caching layers."",""Participated in system performance tuning and issue resolution."",""Helped improve system throughput and reliability under high load."",""Contributed to internal tools and infrastructure improvements.""]"
f4b0f5f07baa6a9f26801ec3aef7032f,4,Workday for Public Sector,Software Engineer Intern,"San Francisco, California, United States",August 2002,February 2003,"[""Assisted in building testing frameworks for backend systems."",""Supported debugging and validation of production services.""]"
21b41327ed16dec0e7ef270731c0bb46,0,"Fondata, LLC",Co-Founder,"Palo Alto, California, United States",March 2025,Present,"[""Custom decision modelling to improve your business strategy and processes.""]"
21b41327ed16dec0e7ef270731c0bb46,1,San Jose State University,Adjunct Lecturer,"San Jose, California, United States",October 2023,Present,"[""I will start teaching Data Science for the Engineering Extended Studies graduate program in January 2024.""]"
21b41327ed16dec0e7ef270731c0bb46,2,Microsoft,Principal Applied Research Scientist,"Mountain View, CA",April 2019,September 2023,"[""Within a team of senior data scientists, I initiate and manage the intelligent aspects of projects, designing the approach, running experiments, and building components applied to the \""Digital Transformation\"" of internal and external customers."",""In network monitoring, I proved an anomaly detection method that reduced false positive alerting rates by two orders of magnitude."",""Using causal economic models we built pricing tools for a hardware finance organization showing quantifiable gains by trading off inventory, profit, and market share goals."",""Currently working with hospitals and their EMR data, our team is building models that explained how treatment protocols and disease co-mobidities interact to affect patient outcomes, as measured by length of stay, probability of re-admission and mortality."",""I maintain an abiding interest in related areas of Bayesian methods, reinforcement learning and causal reasoning."",""I am a regular reviewer and a co-author in Data Science tutorials at KDD and related conferences.""]"
21b41327ed16dec0e7ef270731c0bb46,3,Microsoft,"Principal Data Scientist, Manager","Mountain View, CA",April 2015,April 2019,"[""As part of Microsoft's \""Cloud AI\"", my team worked on applications of machine learning to CRM and ERP, for customers both internal and external, in time series, pricing, and optimization, extending the economic and dynamic aspects of conventional predictive models."",""Here's one \""Customer Success\"" story of ours: https://customers.microsoft.com/en-us/story/kotahi""]"
21b41327ed16dec0e7ef270731c0bb46,4,C9 Inc. (Acq. by Inside Sales),Data Scientist,"San Mateo, CA",2014,December 2014,"[""As one of a team of 4 data scientists in a 50 person SaaS firm, I do exploratory data analysis, model design, and coding to assist sales organizations by predicting the probability if and when a sale would close, and what factors influence the outcome."",""I've worked on temporal models (e.g. survival/event analysis), and on improving the interpretability of what feature in the models drive the predictions."",""My experience is working in R and Python, using a wide range of Machine Learning libraries.""]"
21b41327ed16dec0e7ef270731c0bb46,5,Toyota ITC,Advanced Researcher,"Mountain View, CA",February 2012,2014,"[""Technical lead on a team to analyze user experience and build prototypes for in-vehicle interactive intelligent systems to assist the driver, using real-time automotive probe, CAN and video data."",""Collaborating with CMU SV on \""Coordinating Agents for Everyday Planning.\"""",""Outreach to 3rd party developers by co-organizing a hackathon on real-time data APIs.""]"
21b41327ed16dec0e7ef270731c0bb46,6,Impermium (Acq. by Google),Chief Scientist,null,May 2011,August 2011,"[""Impermium offers a real-time web service for spam elimination on social networks. Impermium was acquired by Google.""]"
21b41327ed16dec0e7ef270731c0bb46,7,Intel Labs,Research Scientist,null,2002,May 2011,"[""As technical lead developed and put into practice “query-based diagnostics” – where user sessions to elicit and use models are combined. Software pilots in manufacturing estimate savings of several million dollars per installation."",""Developed an adaptive network traffic anomaly detector and inference algorithm for a “computer anti-worm.” This distributed detection scheme is based on peer-to-peer messaging among hosts, to detect malware, and on a predictor of heavy-tailed network traffic levels."",""Advanced text analysis methods for “Confrontational Computing” an Internet application to bridge disparate opinions."",""Optimized a wafer selective test reduction algorithm to reduce testing costs without increasing observed failure rates, which is credited with saving $2M.""]"
21b41327ed16dec0e7ef270731c0bb46,8,"Edify Corporation, a subsidiary of S1",Research Engineer,null,March 2000,July 2002,"[""Edify manufactures Customer Relationship Management software used in finance, telecommunications, and retail. I worked with CTO on technology to automate customer interaction, using the YY (no longer in business) parser, statistical natural language and automated workflow.""]"
21b41327ed16dec0e7ef270731c0bb46,9,Knowledge Industries,CTO,null,June 1998,March 2000,"[""Developed intelligent diagnostic applications, led software development and managed research contracts as part of a start-up."",""Trained and led team of mechanics to build large Bayes network intelligent diagnostic models for entire U.S. car fleet, implemented on http://www.partsamerica.com"",""Working directly with support engineers, built Bayes networks diagnostics for commercial aircraft flight deck avionics."",""Built web demonstration medical diagnostic interview tool.""]"
21b41327ed16dec0e7ef270731c0bb46,10,SRI International,Research Engineer,null,September 1992,June 1998,"[""Technical lead on the design and implementation of decision theoretic methods applied to several software systems:"",""Designed and built Bayes network to monitor and filter network intrusion events."",""Implemented a large model-based monitoring and diagnostic system for electric utility generators, subsequently licensed to a commercial manufacturer."",""Led modeling design and implementation of a U.S. Coast Guard emergency response automated planning tool."",""Led design and implementation of a U.S.A.F. air campaign planning and evaluation tool.""]"
21b41327ed16dec0e7ef270731c0bb46,11,Stanford University,Research Assistant,null,1981,1991,[]
ba35bfe87237701923768ff517d7a113,0,Articul8 AI,Senior Applied AI Researcher,null,2025-01,null,"[""Building multi-modal GenAI""]"
ba35bfe87237701923768ff517d7a113,1,Articul8 AI,Applied AI Researcher,null,2024-04,2024-12,"[""Building multi-modal GenAI""]"
ba35bfe87237701923768ff517d7a113,2,University of California San Diego,Student,Greater San Diego Area,2017-08,2024-03,[]
ba35bfe87237701923768ff517d7a113,3,Mitsubishi Electric Research Laboratories,Research Intern,"Boston, Massachusetts, United States",2023-06,2023-09,[]
ba35bfe87237701923768ff517d7a113,4,Statistical Visual Computing Lab (UC San Diego),Graduate Student Researcher,UC San Diego,2018-06,2023-09,"[""Supervised by Professor Nuno Vasconcelos"",""Working on multiview CNN and domain adaptation""]"
ba35bfe87237701923768ff517d7a113,5,Amazon,Applied Scientist Intern,United States,2021-06,2021-09,[]
ba35bfe87237701923768ff517d7a113,6,San Diego Supercomputer Center,Research Volunteer,La Jolla,2017-09,2017-12,"[""Deep learning on operational facility data related to large-scale distributed area scientific workflows""]"
ba35bfe87237701923768ff517d7a113,7,National Chiao Tung University,Research Assistant at Computer Vision Research Center,"Hsinchu County/City, Taiwan",2016-11,2017-06,"[""Rupee bill serial number detection and recognition"",""Deep learning-based human activity analysis for aerial images"",""Principal point estimation algorithm""]"
ba35bfe87237701923768ff517d7a113,8,Industrial Technology Research Institute (ITRI),Software Engineer,null,2015-01,2015-12,"[""Robotic arm DH parameters calibration with an industrial camera."",""Design user interface with C# to control robotic arm and complete calibration."",""Represented ITRI by attending the 2015 Taiwan Automation Intelligence and Robot Show.""]"
ba35bfe87237701923768ff517d7a113,9,Cornell University,Summer Intern,"Ithaca, New York Area",2013-07,2013-08,"[""Summer intern student in Advanced Multimedia Lab directed by Prof. Tsuhan Chen"",""Research on the topic “Image collage based on emotional region of interest (ROI)”."",""Utilizing the emotional ROI, our system stochastically generated image collage which displayed the salient region with the most emotion.""]"
7a6378852a4cafe7100fe7051393e87a,0,SIMTEQ A/S,Data Scientist,"Copenhagen, Capital Region of Denmark, Denmark",August 2023,May 2025,[]
7a6378852a4cafe7100fe7051393e87a,1,SIMTEQ A/S,Entry-level Data Scientist,"Copenhagen, Capital Region of Denmark, Denmark",February 2023,July 2023,[]
7a6378852a4cafe7100fe7051393e87a,2,SIMTEQ A/S,Data Science Intern,"Copenhagen, Capital Region of Denmark, Denmark",October 2022,January 2023,[]
a4d228b0cb8baaf5e22e661673774350,0,Sure,Senior Software Engineer 2,null,November 2022,March 2026,"[""Architected and implemented microservices with an immutable data model in FastApi, Django+DRF and Django-ninja frameworks, which powered 25–50% of the Digital Insurance SaaS platform."",""Built a distributed JWT authentication system using Python, FastAPI, and a Rust-based Istio WASM plugin."",""Delivered LLM-powered features using AWS Bedrock + OpenRouter, including a custom AI agent for automated code reviews and technical-debt reduction."",""Built a Business Rules Engine that replaced a legacy ETL pipeline which reduced downstream latency and accelerated customer onboarding by ~25%."",""Led and mentored engineers through code reviews, pair programming, and technical design sessions.""]"
a4d228b0cb8baaf5e22e661673774350,1,Greenphire,Project Lead Developer,"King of Prussia, PA",August 2021,December 2022,"[""Directed a team of engineers and consistently delivered complex, audit-sensitive features on schedule."",""Designed a high-throughput, configurable Batch Payments process that cut processing time in half and strengthened compliance posture."",""Built a reusable Jenkins Shared Library that standardized pipelines and accelerated deployments across teams."",""Created Python-based async services and visual analytics that unlocked new geographic insights for business stakeholders.""]"
a4d228b0cb8baaf5e22e661673774350,2,Greenphire,Senior Application Developer,King of Prussia,June 2019,August 2021,[]
a4d228b0cb8baaf5e22e661673774350,3,Oracle,Python Developer,"Conshohocken, PA",March 2013,June 2019,"[""As a Python developer at Oracle I have worked on several Internal Python Products geared towards automation."",""I have been critical in several software implementations and am currently working on integrating our existing software to work within the Oracle Cloud Infrastructure."",""I have assisted with Python architecture for several projects along with being the technical lead on our most recent project."",""I have worked extensively with the following technologies: Python, Django, Flask, Microservices, building RESTFUL APIs, Celery (including building complex task workflows), RabbitMQ, Redis, Docker, Jenkins, AngularJS, JQuery, Functional/Unit testing, SQLAlchemy.""]"
a4d228b0cb8baaf5e22e661673774350,4,Oracle,System Administrator,null,March 2006,March 2013,"[""Configured Cisco devices including ASA firewalls and switches, worked on SonicWall firewalls, and managed Active Directory and Group Policy."",""Installed and configured all flavors of Windows, Linux, Solaris, AIX, Exchange, IBM DB2, Oracle DB, WebSphere, SQL, Office 2003/2007, etc.""]"
a4d228b0cb8baaf5e22e661673774350,5,Hercules Chemical Inc,North American XP Support Team,null,August 2005,March 2006,"[""Supported over 1,000 remote users throughout North America along with many plant sites."",""Performed software installation, troubleshooting OS problems, and VPN troubleshooting.""]"
74f5fb343e00549c50e208a53abe8cd3,0,Electrical & Computer Engineering Department - Colorado State University,Graduate Research Assistant,null,January 2026,Present,"[""Conducting research on Machine Unlearning techniques for Large Language Models (LLMs).""]"
74f5fb343e00549c50e208a53abe8cd3,1,Byteridge,Principal Architect Al,"Redwood City, California, United States",June 2024,December 2025,"[""I set the vision and execution strategy for AI, ensuring impactful outcomes that align with core business objectives."",""SDLC agentic workflow."",""Data Analytics Agent – enabling autonomous insight generation."",""Chart Plotter – delivering service for accessing visualization features."",""Multi-Agent Orchestration Platform – hosting and enabling inter-agent task coordination."",""Team Building & Culture: I lead end-to-end development of AI solutions, from research and prototyping to production deployment, fostering a delivery-focused culture."",""Cross-Functional Impact: Collaborate closely with Product, Engineering, User Experience and sales teams to deliver client-aligned AI solutions with measurable business outcomes."",""Thought Leadership: Actively shape industry conversations through blogs, LinkedIn posts, and quarterly innovation newsletters showcasing our latest advancements for clients and prospects.""]"
74f5fb343e00549c50e208a53abe8cd3,2,Dataworkz Inc,Machine Learning Researcher,null,March 2024,August 2024,"[""Generative AI Application Development: Expertise in creating innovative generative AI applications tailored to specific business needs."",""Fine-Tuning Open-Source LLMs: Specialized in fine-tuning large language models (LLMs) to optimize performance and relevance for various tasks."",""End-to-End Project Management: Successfully overseeing projects from initial concept through to final product delivery, ensuring alignment with client requirements and industry standards.""]"
74f5fb343e00549c50e208a53abe8cd3,3,Electrical & Computer Engineering Department - Colorado State University,Course Assistant,"Fort Collins, Colorado, United States",August 2014,December 2023,"[""Math520/ECE520 - Optimization Methods-Control and Communication."",""ECE514 - Application of Random Processes."",""Conducted classes on mathematical topics essential for understanding core concepts in engineering."",""Responsible for creating course content and, assigning and grading the assignments.""]"
74f5fb343e00549c50e208a53abe8cd3,4,Electrical & Computer Engineering Department - Colorado State University,Graduate Teaching Assistant,"Fort Collins, Colorado, United States",August 2022,May 2023,"[""Conducted classes on mathematical topics essential for understanding core concepts in engineering."",""Responsible for creating course content and, assigning and grading the assignments.""]"
74f5fb343e00549c50e208a53abe8cd3,5,Electrical & Computer Engineering Department - Colorado State University,Graduate Research Assistant,"Fort Collins, Colorado",January 2017,May 2023,"[""Conducted research and implemented a novel method for pruning neural networks."",""Implementation was in python using tensorflow framework with custom callbacks and custom model."",""Officially appointed tutor for ECE514 - Application of Random Processes.""]"
74f5fb343e00549c50e208a53abe8cd3,6,Electrical & Computer Engineering Department - Colorado State University,Pathway Tutor,"Fort Collins, Colorado Area",August 2019,December 2019,"[""Tutored students for ECE514 - Application of Random Processes.""]"
74f5fb343e00549c50e208a53abe8cd3,7,Nokia Mobile Phones,Senior System Software Engineer,null,March 2006,September 2011,"[""Component owner of cryptography framework and certificate & key management."",""Led team in projects on hardware-based cryptography, certificate manager and security module interface."",""Reviewer for test case, architecture, design, and documentation and mentored new employees."",""OCSP: Involved in requirements, design, development, unit/integration testing and delivery of the component."",""Authentication framework: Involved in design and development."",""Team lead for the defect management."",""Managed and aided in the resolution of critical/high priority defects.""]"
74f5fb343e00549c50e208a53abe8cd3,8,Network Security Solutions (I) Ltd.,Senior Software Engineer,null,March 2003,January 2006,"[""Designing of protocol for interaction between server side component of Xecure Message Service and SMS Gateway of a mobile service provider."",""Development and maintenance of server side component of Xecure Message Service."",""Review of server side components."",""Development of proprietary protocol for communication across two machines using parallel port for a security LAN framework."",""Development of proof of concept for supporting encryption in mobile devices for the product Xecure Message Service.""]"
b9bd1e5626949347e649f861ab3e3c19,0,Hulu,Senior Data Scientist,"Greater Los Angeles, California, United States",February 2017,September 2023,"[""Led data modeling for audience segmentation and content recommendations."",""Developed user churn prediction models, increasing retention rates by 14%."",""Built automated dashboards, boosting reporting efficiency by 30%.""]"
b9bd1e5626949347e649f861ab3e3c19,1,Revolve Group,Data Scientist,"Greater Los Angeles, California, United States",October 2012,December 2016,"[""Designed e-commerce product recommendation algorithms, increasing conversion rates by 20%."",""Conducted A/B testing for pricing and promotions, boosting revenue by 12%."",""Automated sales and marketing reporting, enhancing team productivity.""]"
b9bd1e5626949347e649f861ab3e3c19,2,Snap Inc.,Senior Data Analyst,"Greater Los Angeles, California, United States",September 2007,September 2012,"[""Analyzed user engagement and content trends to inform product strategy."",""Built visual dashboards for growth and monetization teams."",""Supported advertising analytics and campaign performance evaluation.""]"
b9bd1e5626949347e649f861ab3e3c19,3,Singtel,Intern,Singapore,June 2004,May 2005,"[""Assisted in customer segmentation and automated SQL reporting development."",""Improved data processing efficiency by 15%.""]"
f7a172a7a5ee29c7444de7a860d6b750,0,Asana,Software Engineer,null,April 2021,Present,[]
f7a172a7a5ee29c7444de7a860d6b750,1,Alto Pharmacy,Senior Software Engineer,"San Francisco, California, United States",May 2019,September 2020,"[""As tech lead on the Pricing team, I provided feedback on project proposals, translated proposals into tasks with estimations, and collaborated with product and design to prioritize work by business impact. This enabled our team of 5 engineers to consistently ship impactful features."",""Implemented frontend and backend logic using Ruby on Rails, PostgreSQL, React, and JavaScript to build an internal action system that enabled the operations team to prioritize billing work, which led to increased efficiency and fewer late shipments."",""Leveraged Ruby on Rails, PostgreSQL, React, and JavaScript to build an internal action system which allowed the operations team to prioritize insurance authorization requests, leading to an increase in efficiency of 320%."",""Used Ruby on Rails and PostgreSQL to enhance Alto’s automated billing system, increasing the number of deliveries successfully billed without human intervention by 10%, and reducing time spent manually billing deliveries by 11%."",""Mentored teammates by giving constructive feedback on technical design docs and code reviews. This helped us identify bugs and missing requirements early in the software development lifecycle, led to the adoption of software engineering best practices, and created an open and collaborative culture on the team.""]"
f7a172a7a5ee29c7444de7a860d6b750,2,Uber,Senior Software Engineer,"San Francisco, California, United States",June 2015,October 2017,"[""Led an initiative to build an interview scheduling application with a team of engineers, which involved creating a project timeline, mentoring junior engineers, and providing constructive feedback on technical proposals and code reviews."",""Used Python, Tornado, MySQL, React, and JavaScript to build an interview scheduling application, which reduced the amount of time recruiters spent scheduling on-site interviews by 80%."",""Implemented frontend and backend logic using Python, Flask, MySQL, React, and JavaScript to build an interview feedback application used by all of Uber. This application allowed Uber to migrate from Greenhouse to a more robust ATS and helped the company hit its aggressive hiring goals during a period of hyper-growth.""]"
f7a172a7a5ee29c7444de7a860d6b750,3,Snapguide,Software Developer,"San Francisco, California, United States",March 2013,May 2015,"[""Used Python, Pylons, MySQL, Redis, Bootstrap, and JavaScript to build an internal marketing campaign system to send email and SMS-based campaigns to users. This tool was heavily used by our marketing and community teams to boost participation in contests on our platform and to drive user engagement."",""Leveraged Python, Pylons, MySQL, and Redis to build the backend logic for a contests platform that allowed users to submit how-to guides for a chance to win prizes from our corporate partners. This feature was a key part of our monetization strategy for the platform."",""Used OpsWorks, Chef, Ruby, and Bash to automate the provisioning of new EC2 instances on AWS, allowing us to standardize our production environment and drastically reducing the time needed to provision new instances.""]"
f7a172a7a5ee29c7444de7a860d6b750,4,Salesforce,"Member of Technical Staff, Development","San Francisco, California, United States",September 2011,March 2013,"[""Used Java and Oracle to build new features for an internal S3-like service, enabling the transfer of terabytes of customer data to new customer shards, which was essential to Salesforce’s scaling strategy.""]"
f7a172a7a5ee29c7444de7a860d6b750,5,Salesforce,"Member of Technical Staff, Quality Engineering","San Francisco, California, United States",February 2010,September 2011,"[""Used Java and JUnit to implement automated unit and functional test cases for our message queue service. These test cases allowed my team to develop new features quickly while being confident that we weren’t introducing regressions into the system.""]"
f7a172a7a5ee29c7444de7a860d6b750,6,Salesforce,"Intern, Quality Engineering","San Francisco, California, United States",June 2009,September 2009,[]
f7a172a7a5ee29c7444de7a860d6b750,7,"Altoris, Inc.","Intern, Software Engineering",null,June 2008,September 2008,[]
f7a172a7a5ee29c7444de7a860d6b750,8,"Altoris, Inc.","Intern, Software Engineering",null,June 2007,September 2007,[]
7489ad77bd8498bfab9c88d69e47edfd,0,Neno Gobal,Data Scientist,United States,February 2021,Present,"[""Developed and deployed machine learning models to rank candidates for job applications, improving the hiring process efficiency by 30%."",""Utilized supervised learning techniques to build classification models for customer segmentation, achieving an accuracy of 92%."",""Implemented unsupervised learning algorithms to identify hidden patterns in customer purchase data, leading to a 15% increase in sales through targeted marketing."",""Designed and developed recommendation systems for product suggestions, enhancing user engagement by 25%."",""Applied deep learning methods to optimize neural networks for image recognition tasks, achieving a 95% accuracy rate."",""Conducted feature engineering and selection to improve model performance, using techniques like vectorization and normalization."",""Evaluated model performance using metrics such as precision, recall, F1 score, and ROC curve."",""Collaborated with cross-functional teams to integrate machine learning models into production systems.""]"
7489ad77bd8498bfab9c88d69e47edfd,1,Vanguard,Junior Data Analyst,"Texas, United States",October 2018,March 2021,"[""Assisted in developing predictive models for customer churn analysis, resulting in a 20% reduction in churn rate."",""Conducted exploratory data analysis and visualization to uncover insights and trends in large datasets."",""Implemented natural language processing (NLP) techniques for text classification tasks, improving the accuracy of sentiment analysis models by 10%."",""Participated in model validation and testing to ensure robust and reliable performance."",""Worked with stakeholders to understand business requirements and translate them into technical specifications for data projects.""]"
735ea6746731c05b56f656ad8f1dac3a,0,BlackRock,Data Scientist,United States,October 2024,Present,"[""Led development and deployment of predictive churn and behavioral models using XGBoost and Python on 100K+ records, achieving 84% accuracy and reducing attrition by 20%."",""Architected and integrated ML pipelines within BlackRock’s Aladdin platform to support client behavior, portfolio risk, and decision-support analytics on large-scale financial and time-series data."",""Designed and optimized Monte Carlo-based simulation workflows for portfolio risk assessment and stress testing, improving simulation runtime by 30% through parallelized computation and model tuning."",""Owned the end-to-end ML lifecycle from problem formulation and feature engineering to deployment, monitoring, and retraining, reducing model iteration time by 30% and improving experimentation velocity."",""Automated data ingestion, validation, and transformation pipelines using AWS and Airflow, cutting manual data processing effort by 40% while improving data reliability at scale."",""Implemented model monitoring, drift detection, and risk-aligned evaluation metrics (ROC-AUC, precision-recall tradeoffs) to maintain stable production performance."",""Partnered with portfolio managers, risk analysts, and data engineers to translate financial requirements into measurable ML objectives aligned with governance and compliance standards."",""Applied strong data governance and compliance practices to ensure all ML solutions met internal controls, audit requirements, and regulatory standards in production environments.""]"
735ea6746731c05b56f656ad8f1dac3a,1,Fractal,Data Scientist,India,June 2021,June 2023,"[""Architected machine learning solutions for customer segmentation and churn prediction, improving model accuracy by 18-25% across 50M+ transactional records for enterprise clients."",""Engineered scalable feature engineering pipelines on behavioral and time-series data, incorporating lag features and rolling aggregates to improve model robustness and generalization."",""Developed predictive models using XGBoost, Logistic Regression, and Random Forest, driving 15% uplift in retention-focused campaigns across multiple engagements."",""Optimized complex SQL workloads (CTEs, window functions, indexing), cutting analytical query latency by 50 - 60% for reporting and feature generation."",""Orchestrated collaboration with data engineering teams to productionize models on AWS (S3, EC2, Lambda), enabling scalable batch inference pipelines."",""Partnered with product and analytics leaders to translate ambiguous business problems into measurable ML objectives, delivered executive ready dashboards in Tableau/Power BI, and evaluated impact through A/B testing to quantify improvements in engagement, conversion, and business outcomes.""]"
3079fcb67d02db3e6a2e1b97506974c9,0,DartIQ.ai,Member of Technical Staff,null,December 2025,Present,[]
3079fcb67d02db3e6a2e1b97506974c9,1,New York University,Graduate Assistant,"New York, New York, United States",January 2024,May 2025,"[""Contributed to development and maintenance of NYU Vital - a private cloud built with Xen Hypervisor, QEMU, Django, and Postgres which was used by students to complete assignments in virtual machines.""]"
3079fcb67d02db3e6a2e1b97506974c9,2,VMware,Member of Technical Staff 3,"Bengaluru, Karnataka, India",July 2022,July 2023,"[""Worked on vSAN Performance for on-premise infrastructure and VMC (VMware Cloud on AWS)."",""vSAN IO data path performance characterisation, establishing performance baselines and new feature analysis."",""Analysing product (vSAN) internals at component level and understanding its inefficiencies and limitations at different layers."",""Investigating and root causing performance issues; suggested optimal solutions; worked closely with developers to get them implemented."",""Resolving performance bugs seen in customer environments."",""Proficient in using micro-benchmarks like fio, vdbench; system (ESXi hypervisor) and profiling tools like esxtop, vmkstats, vprobes, etc.""]"
3079fcb67d02db3e6a2e1b97506974c9,3,VMware,Member of Technical Staff 2,"Bengaluru, Karnataka, India",November 2020,July 2022,"[""Worked on vSAN Performance for on-premise infrastructure and VMC (VMware Cloud on AWS)."",""vSAN IO data path performance characterisation, establishing performance baselines and new feature analysis."",""Analysing product (vSAN) internals at component level and understanding its inefficiencies and limitations at different layers."",""Investigating and root causing performance issues; suggested optimal solutions; worked closely with developers to get them implemented."",""Resolving performance bugs seen in customer environments."",""Proficient in using micro-benchmarks like fio, vdbench; system (ESXi hypervisor) and profiling tools like esxtop, vmkstats, vprobes, etc.""]"
3079fcb67d02db3e6a2e1b97506974c9,4,VMware,Member Of Technical Staff,"Bengaluru Area, India",July 2018,October 2020,[]
3079fcb67d02db3e6a2e1b97506974c9,5,Make A Difference,Shelter Operations Fellow,"Bengaluru, Karnataka, India",May 2020,August 2021,"[""Was a part of the Evolution Team which set up the digital infrastructure in child care institutions during the COVID pandemic."",""Collaborated with multiple stakeholders to ensure smooth execution of MAD interventions in the child care institution."",""Supported a group of 50+ volunteers in their volunteering journeys.""]"
3079fcb67d02db3e6a2e1b97506974c9,6,Arya.ai,Applied Deep Learning Researcher Intern,"Mumbai, Maharashtra, India",May 2017,July 2017,"[""Used Deep Neural Architectures to classify satellite images."",""Developed a generic data pre-processing pipeline for common types of data: images, text, numeric.""]"
